taxa	taxid	superkingdom	clade	kingdom	family	genus
Chryseobacterium sp. PCH239	2825845	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Blattabacterium sp. (Periplaneta americana)	367488	Bacteria	FCB group	NA	Blattabacteriaceae	Blattabacterium
Runella sp. SP2	2268026	Bacteria	FCB group	NA	Spirosomataceae	Runella
Gammapapillomavirus 10	1175852	Viruses	Monodnaviria	Shotokuvirae	Papillomaviridae	Gammapapillomavirus
Betabaculovirus spofrugiperdae	3048334	Viruses	NA	NA	Baculoviridae	Betabaculovirus
Pseudomonas sp. SW-3	147212	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. GCEP-101	2974552	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas glycinae	1785145	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Acinetobacter sp. WCHAc010052	2004647	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Stenotrophomonas sp. 59	3051120	Bacteria	NA	NA	Lysobacteraceae	Stenotrophomonas
Agarivorans albus	182262	Bacteria	NA	NA	Alteromonadaceae	Agarivorans
Mesorhizobium huakuii	28104	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Candidatus Filomicrobium marinum	1608628	Bacteria	NA	NA	Hyphomicrobiaceae	Filomicrobium
Pandoraea sputorum	93222	Bacteria	NA	NA	Burkholderiaceae	Pandoraea
Pseudarthrobacter phenanthrenivorans	361575	Bacteria	Terrabacteria group	NA	Micrococcaceae	Pseudarthrobacter
Glutamicibacter sp. JL.03c	2984842	Bacteria	Terrabacteria group	NA	Micrococcaceae	Glutamicibacter
Microbacterium chocolatum	84292	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Cellulomonas flavigena	1711	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Streptomyces filamentosus	67294	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Clostridium gelidum	704125	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Ruminococcus bovis	2564099	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Ruminococcus
Spiroplasma kunkelii	47834	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Heterosigma akashiwo virus 01	97195	Viruses	Varidnaviria	Bamfordvirae	Phycodnaviridae	Raphidovirus
Histoplasma capsulatum	5037	Eukaryota	Opisthokonta	Fungi	Ajellomycetaceae	Histoplasma
Eimeria brunetti	51314	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Phytobacter sp. SCO41	1756993	Bacteria	NA	NA	Enterobacteriaceae	Phytobacter
Pseudomonas sp. MRSN 12121	1611770	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Luteibacter rhizovicinus	242606	Bacteria	NA	NA	Rhodanobacteraceae	Luteibacter
Aeromonas enteropelogenes	29489	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Aeromonas sp. ASNIH5	1758179	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Teredinibacter purpureus	2731756	Bacteria	NA	NA	Cellvibrionaceae	Teredinibacter
Paracoccus zhejiangensis	1077935	Bacteria	NA	NA	Paracoccaceae	Paracoccus
Burkholderia sp. EMB26	2854261	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Saccharomonospora xinjiangensis	75294	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharomonospora
Murdochiella vaginalis	1852373	Bacteria	Terrabacteria group	NA	Peptoniphilaceae	Murdochiella
Microcystis sp. MC19	1967666	Bacteria	Terrabacteria group	NA	Microcystaceae	Microcystis
Chryseobacterium carnipullorum	1124835	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Vibrio phage VvAW1	1168281	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Pharaohvirus pharaoh	2956309	Viruses	Duplodnaviria	Heunggongvirae	NA	Pharaohvirus
Nakaseomyces glabratus	5478	Eukaryota	Opisthokonta	Fungi	Saccharomycetaceae	Nakaseomyces
Lactobacillus sp. CBA3605	2099788	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Lentilactobacillus curieae	1138822	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lentilactobacillus
Companilactobacillus ginsenosidimutans	1007676	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Companilactobacillus
Enterococcus sp. CoE-012-22	3031993	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Vagococcus coleopterorum	2714946	Bacteria	Terrabacteria group	NA	Enterococcaceae	Vagococcus
Staphylococcus sp. SB1-57	2813777	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus casei	201828	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Salinicoccus halodurans	407035	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Salinicoccus
Virgibacillus halodenitrificans	1482	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Amphibacillus xylanus	1449	Bacteria	Terrabacteria group	NA	Bacillaceae	Amphibacillus
Paenibacillus sp. FSL R5-0912	1536771	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Caloramator sp. Dgby_cultured_2	3029174	Bacteria	Terrabacteria group	NA	Clostridiaceae	Caloramator
Hungatella xylanolytica	384636	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Lacrimispora
Mycetocola zhujimingii	2079792	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Mycetocola
Salinibacterium sp. M195	2583374	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Salinibacterium
Rathayibacter iranicus	59737	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Rathayibacter
Corynebacterium glyciniphilum	1404244	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Streptomyces paludis	2282738	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces liliifuscus	2797636	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Saccharopolyspora spinosa	60894	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharopolyspora
Olsenella timonensis	1805478	Bacteria	Terrabacteria group	NA	Atopobiaceae	Olsenella
Spiroplasma gladiatoris	2143	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Flavobacterium sp. N1719	2885633	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Kaistella carnis	1241979	Bacteria	FCB group	NA	Weeksellaceae	Kaistella
Empedobacter brevis	247	Bacteria	FCB group	NA	Weeksellaceae	Empedobacter
Serratia sp. 1D1416	2447890	Bacteria	NA	NA	Yersiniaceae	Serratia
Basfia succiniciproducens	653940	Bacteria	NA	NA	Pasteurellaceae	Basfia
Pasteurella skyensis	97481	Bacteria	NA	NA	Pasteurellaceae	Pasteurella
Pseudomonas sp. R4-34-07	658642	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Thalassotalea crassostreae	1763536	Bacteria	NA	NA	Colwelliaceae	Thalassotalea
Moritella sp. 24	2746230	Bacteria	NA	NA	Moritellaceae	Moritella
Candidatus Nitrosacidococcus sp. I8	2942908	Bacteria	NA	NA	Chromatiaceae	Candidatus Nitrosacidococcus
Rhodovulum sp. MB263	308754	Bacteria	NA	NA	Paracoccaceae	Rhodovulum
Pseudooceanicola algae	1537215	Bacteria	NA	NA	Paracoccaceae	Pseudooceanicola
Aquaspirillum sp. LM1	1938604	Bacteria	NA	NA	Aquaspirillaceae	Aquaspirillum
Desulfobacca acetoxidans	60893	Bacteria	NA	NA	Desulfobaccaceae	Desulfobacca
Methanobrevibacter ruminantium	83816	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanobrevibacter
Saccharolobus shibatae	2286	Archaea	TACK group	NA	Sulfolobaceae	Saccharolobus
Lactobacillus phage LfeSau	1567453	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Streptococcus phage Dp-1	59241	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Cytomegalovirus humanbeta5	3050295	Viruses	Duplodnaviria	Heunggongvirae	Orthoherpesviridae	Cytomegalovirus
Lactococcus taiwanensis	1151742	Bacteria	Terrabacteria group	NA	Streptococcaceae	Lactococcus
Carnobacterium sp. 17-4	208596	Bacteria	Terrabacteria group	NA	Carnobacteriaceae	Carnobacterium
Leuconostoc carnosum	1252	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Leuconostoc
Lentilactobacillus kefiri	33962	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lentilactobacillus
Vagococcus luciliae	2920380	Bacteria	Terrabacteria group	NA	Enterococcaceae	Vagococcus
Staphylococcus lloydii	2781774	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus devriesei	586733	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Bacillus sp. THAF10	2587848	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Ectobacillus sp. JY-23	2933872	Bacteria	Terrabacteria group	NA	Bacillaceae	Ectobacillus
Rossellomorea marisflavi	189381	Bacteria	Terrabacteria group	NA	Bacillaceae	Rossellomorea
Listeria ivanovii	1638	Bacteria	Terrabacteria group	NA	Listeriaceae	Listeria
Paenibacillus sp. SYP-B4298	2996034	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Eubacterium ventriosum	39496	Bacteria	Terrabacteria group	NA	Eubacteriaceae	Eubacterium
Arthrobacter sp. 24S4-2	2575374	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. StoSoilB13	2830993	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Corynebacterium kutscheri	35755	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Changpingibacter yushuensis	2758440	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Changpingibacter
Kitasatospora sp. MMS16-BH015	2018025	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Kitasatospora
Pseudofrankia inefficax	298654	Bacteria	Terrabacteria group	NA	Frankiaceae	Pseudofrankia
Mycoplasma sp. Ms02	353851	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Tenacibaculum finnmarkense	2781243	Bacteria	FCB group	NA	Flavobacteriaceae	Tenacibaculum
Avibacterium volantium	762	Bacteria	NA	NA	Pasteurellaceae	Avibacterium
Oligella urethralis	90245	Bacteria	NA	NA	Alcaligenaceae	Oligella
Aliarcobacter cryaerophilus	28198	Bacteria	NA	NA	Arcobacteraceae	Aliarcobacter
Methanobrevibacter sp. AbM4	224719	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanobrevibacter
Methanobrevibacter sp. TLL-48-HuF1	2870563	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanobrevibacter
Sepunavirus SEP1	1980930	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Sepunavirus
Streptococcus sp. HN38	3020829	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Limosilactobacillus frumenti	104955	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Limosilactobacillus
Enterococcus thailandicus	417368	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Vagococcus intermedius	2991418	Bacteria	Terrabacteria group	NA	Enterococcaceae	Vagococcus
Niallia circulans	1397	Bacteria	Terrabacteria group	NA	Bacillaceae	Niallia
Gracilibacillus sp. SSWR10-1	2932256	Bacteria	Terrabacteria group	NA	Bacillaceae	Gracilibacillus
Shouchella lehensis	300825	Bacteria	Terrabacteria group	NA	Bacillaceae	Shouchella
Mesobacillus sp. S13	2880221	Bacteria	Terrabacteria group	NA	Bacillaceae	Mesobacillus
Pelosinus sp. UFO1	484770	Bacteria	Terrabacteria group	NA	Sporomusaceae	Pelosinus
Faecalibacterium sp. I4-3-84	2929495	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Faecalibacterium
Tepidibacter sp. 8C15b	2925782	Bacteria	Terrabacteria group	NA	Peptostreptococcaceae	Tepidibacter
Heliorestis convoluta	356322	Bacteria	Terrabacteria group	NA	Heliobacteriaceae	Heliorestis
Iocasia fonsfrigidae	2682810	Bacteria	Terrabacteria group	NA	Halanaerobiaceae	Iocasia
Arthrobacter sp. FW305-BF8	2879617	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Brevibacterium sp. BDJS002	3020906	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Corynebacterium resistens	258224	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Streptomyces sp. BSE6.1	2605730	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Mycoplasma miroungirhinis	754516	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Mycoplasma struthionis	538220	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Flavobacterium alkalisoli	2602769	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Apibacter sp. ESL0404	2704651	Bacteria	FCB group	NA	Weeksellaceae	Apibacter
Arachidicoccus sp. B3-10	2545455	Bacteria	FCB group	NA	Chitinophagaceae	Rhizosphaericola
Dickeya chrysanthemi	556	Bacteria	NA	NA	Pectobacteriaceae	Dickeya
Bibersteinia trehalosi	47735	Bacteria	NA	NA	Pasteurellaceae	Bibersteinia
Pseudomonas sp. B21-053	2895493	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas hamedanensis	2745504	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Marinobacter shengliensis	1389223	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Acinetobacter baylyi	202950	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Dyella japonica	231455	Bacteria	NA	NA	Rhodanobacteraceae	Dyella
Rhizobium sp. Pop5	1223565	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Leisingera sp. M523	2867013	Bacteria	NA	NA	Roseobacteraceae	Leisingera
Sulfurimonas autotrophica	202747	Bacteria	NA	NA	Sulfurimonadaceae	Sulfurimonas
Borrelia turcica	229155	Bacteria	NA	NA	Borreliaceae	Borrelia
Ephemerovirus hayes	2844818	Viruses	Riboviria	Orthornavirae	Rhabdoviridae	Ephemerovirus
Spring beauty latent virus	188141	Viruses	Riboviria	Orthornavirae	Bromoviridae	Bromovirus
Pahexavirus P105	1982261	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Leptomonas pyrrhocoris	157538	Eukaryota	Discoba	NA	Trypanosomatidae	Leptomonas
Acanthamoeba lugdunensis	61605	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Lactococcus allomyrinae	2419773	Bacteria	Terrabacteria group	NA	Streptococcaceae	Lactococcus
Aerococcus sanguinicola	119206	Bacteria	Terrabacteria group	NA	Aerococcaceae	Aerococcus
Lysinibacillus sp. 2017	2169540	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Methylomusa anaerophila	1930071	Bacteria	Terrabacteria group	NA	Sporomusaceae	Methylomusa
Arthrobacter sp. CDRTa11	2651199	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Arthrobacter sp. StoSoilB22	2830996	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Microbacterium sp. SGAir0570	2070348	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Corynebacterium sp. ATCC 6931	1487956	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Actinomyces sp. zg-332	2708340	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Micromonospora sp. HUAS LYJ1	3061626	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Streptomyces qaidamensis	1783515	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces avermitilis	33903	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Calothrix sp. NIES-2098	1954171	Bacteria	Terrabacteria group	NA	Calotrichaceae	Calothrix
Obesumbacterium proteus	82983	Bacteria	NA	NA	Hafniaceae	Obesumbacterium
Pantoea sp. CCBC3-3-1	2490851	Bacteria	NA	NA	Erwiniaceae	Pantoea
Shewanella sp. WE21	2029986	Bacteria	NA	NA	Shewanellaceae	Shewanella
Aeromonas sp. ASNIH4	1636609	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Aequoribacter fuscus	2518989	Bacteria	NA	NA	Halieaceae	Aequoribacter
Sulfurivermis fontis	1972068	Bacteria	NA	NA	Thiohalomonadaceae	Sulfurivermis
Methylobacterium sp. 4-46	426117	Bacteria	NA	NA	Methylobacteriaceae	Methylobacterium
Limnohabitans sp. MORI2	1751150	Bacteria	NA	NA	Comamonadaceae	Limnohabitans
Cupriavidus taiwanensis	164546	Bacteria	NA	NA	Burkholderiaceae	Cupriavidus
Methyloversatilis sp. RAC08	1842540	Bacteria	NA	NA	Sterolibacteriaceae	Methyloversatilis
Sebaldella termitidis	826	Bacteria	NA	NA	Leptotrichiaceae	Sebaldella
Oceanotoga sp. DSM 15011	2984951	Bacteria	NA	NA	Petrotogaceae	Oceanotoga
Gregarina niphandrodes	110365	Eukaryota	Sar	NA	Gregarinidae	Gregarina
Streptococcus sp. DAT741	1940319	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Lacticaseibacillus chiayiensis	2100821	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lacticaseibacillus
Companilactobacillus allii	1847728	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Companilactobacillus
Pediococcus inopinatus	114090	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Pediococcus
Staphylococcus argenteus	985002	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus muscae	1294	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Solibacillus sp. ZS111008	2912187	Bacteria	Terrabacteria group	NA	Planococcaceae	Solibacillus
Tepidanaerobacter acetatoxydans	499229	Bacteria	Terrabacteria group	NA	Tepidanaerobacteraceae	Tepidanaerobacter
Frondihabitans sp. HNR	3031408	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Lysinibacter
Streptomyces rutgersensis	53451	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Spiroplasma sp. SV19	2570468	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Cellulophaga lytica	979	Bacteria	FCB group	NA	Flavobacteriaceae	Cellulophaga
Muricauda lutaonensis	516051	Bacteria	FCB group	NA	Flavobacteriaceae	Flagellimonas
Pseudomonas sp. MM213	2866807	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Gilliamella sp. ESL0443	2704655	Bacteria	NA	NA	Orbaceae	Gilliamella
Legionella cherrii	28084	Bacteria	NA	NA	Legionellaceae	Legionella
Aestuariispira ectoiniformans	2775080	Bacteria	NA	NA	Kiloniellaceae	Aestuariispira
Azospirillum argentinense	2970906	Bacteria	NA	NA	Azospirillaceae	Azospirillum
Burkholderia plantarii	41899	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Candidatus Kinetoplastibacterium oncopeltii	994696	Bacteria	NA	NA	NA	Candidatus Kinetoplastibacterium
Streptococcus phage P9851	1971443	Viruses	Duplodnaviria	Heunggongvirae	Aliceevansviridae	Moineauvirus
Fructobacillus americanaquae	2940302	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Fructobacillus
Bombilactobacillus bombi	1303590	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Bombilactobacillus
Niallia sp. Man26	2912824	Bacteria	Terrabacteria group	NA	Bacillaceae	Niallia
Brevibacillus brevis	1393	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Caloramator sp. mosi_1	3023090	Bacteria	Terrabacteria group	NA	Clostridiaceae	Caloramator
Emergencia timonensis	1776384	Bacteria	Terrabacteria group	NA	Anaerovoracaceae	Emergencia
Microbacterium sp. XT11	367477	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Leucobacter rhizosphaerae	2932245	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Corynebacterium aquatimens	1190508	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Plantactinospora sp. KBS50	2024580	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Plantactinospora
Streptomyces sp. NA02536	2742133	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Aequorivita sp. Ant34-E75	3040348	Bacteria	FCB group	NA	Flavobacteriaceae	Aequorivita
Halomonas sp. YLGW01	2773308	Bacteria	NA	NA	Halomonadaceae	Halomonas
Thalassolituus sp. C2-1	2597518	Bacteria	NA	NA	Oceanospirillaceae	Thalassolituus
Vibrio astriarenae	1481923	Bacteria	NA	NA	Vibrionaceae	Vibrio
Francisella sp. LA112445	1395624	Bacteria	NA	NA	Francisellaceae	Francisella
Pseudoduganella flava	871742	Bacteria	NA	NA	Oxalobacteraceae	Pseudoduganella
Candidatus Nitrotoga sp. AM1P	2559597	Bacteria	NA	NA	Gallionellaceae	Candidatus Nitrotoga
Arcobacter suis	1278212	Bacteria	NA	NA	Arcobacteraceae	Arcobacter
Arcobacter ellisii	913109	Bacteria	NA	NA	Arcobacteraceae	Arcobacter
Sulfuricurvum kujiense	148813	Bacteria	NA	NA	Sulfurimonadaceae	Sulfuricurvum
Pahexavirus PHL041M10	1982276	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Mogiana tick virus	1172985	Viruses	Riboviria	Orthornavirae	Flaviviridae	NA
Betapapillomavirus 1	337051	Viruses	Monodnaviria	Shotokuvirae	Papillomaviridae	Betapapillomavirus
Lactococcus paracarnosus	2749962	Bacteria	Terrabacteria group	NA	Streptococcaceae	Lactococcus
Staphylococcus shinii	2912228	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Peribacillus muralis	264697	Bacteria	Terrabacteria group	NA	Bacillaceae	Peribacillus
Paenibacillus sophorae	1333845	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Alicyclobacillus sp. TC	2606450	Bacteria	Terrabacteria group	NA	Alicyclobacillaceae	Alicyclobacillus
Anaeropeptidivorans aminofermentans	2934315	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Anaeropeptidivorans
Clostridium sp. CM027	2849865	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium drakei	332101	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Oceanirhabdus sp. W0125-5	2999116	Bacteria	Terrabacteria group	NA	Clostridiaceae	Oceanirhabdus
Dysosmobacter welbionis	2093857	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Dysosmobacter
Microbacterium sp. KUDC0406	2909588	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Nocardia tengchongensis	2055889	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Bifidobacterium sp. ESL0732	2983222	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Bifidobacterium
Capnocytophaga sp. H4358	1945658	Bacteria	FCB group	NA	Flavobacteriaceae	Capnocytophaga
Winogradskyella schleiferi	2686078	Bacteria	FCB group	NA	Flavobacteriaceae	Winogradskyella
Ferruginibacter lapsinanis	563172	Bacteria	FCB group	NA	Chitinophagaceae	Ferruginibacter
Sphingobacterium sp. ML3W	1538644	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Gibbsiella quercinecans	929813	Bacteria	NA	NA	Yersiniaceae	Gibbsiella
Providencia alcalifaciens	126385	Bacteria	NA	NA	Morganellaceae	Providencia
Pasteurella dagmatis	754	Bacteria	NA	NA	Pasteurellaceae	Pasteurella
Thermomonas brevis	215691	Bacteria	NA	NA	Lysobacteraceae	Thermomonas
Bartonella tribocorum	85701	Bacteria	NA	NA	Bartonellaceae	Bartonella
Mycetohabitans rhizoxinica	412963	Bacteria	NA	NA	Burkholderiaceae	Mycetohabitans
Sulfurospirillum diekertiae	1854492	Bacteria	NA	NA	Sulfurospirillaceae	Sulfurospirillum
Lactococcus piscium	1364	Bacteria	Terrabacteria group	NA	Streptococcaceae	Lactococcus
Lactobacillus sp. PV034	2594495	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Enterococcus gallinarum	1353	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Oceanobacillus iheyensis	182710	Bacteria	Terrabacteria group	NA	Bacillaceae	Oceanobacillus
Halobacillus halophilus	1570	Bacteria	Terrabacteria group	NA	Bacillaceae	Halobacillus
