"path_03"	"X770286.BAL.LUL.Inv.V1"	"X770328.BAL.RML.Inv.V1"	"X770328.BAL.RUL.Inv.V2"	"X770341.BAL.RUL.inv.V1"	"X770341.BAL.RUL.Inv.V1"	"X770359.BAL.RLL.Inv.V1"	"X770359.BAL.RLL.Inv.V2"	"X770365.BAL.RUL.Inv.V1"	"X770384.BAL.LUL.Inv.V1"	"X770389.BAL.RML.Inv.V1"	"X770396.BAL.RUL.Inv.V1"	"X770396.UNIV.0234.BAL.RML.Inv.V2"	"X770402.BAL.RUL.Inv.V1"	"X770402.BAL.RUL.Inv.V2"	"X770406.BAL.LLL.Inv.V1"	"X770418.BAL.LUL.Inv.V1"	"X770420.BAL.LUL.inv.V1"	"X770450.BAL.LLL.inv.V1"	"X770464.BAL.LLL.Inv.V1"	"X770467.BAL.RML.Inv.V1"	"X770468.BAL.Lingula.Inv.V1"	"X770468.BAL.RML.inv.V1"	"X770468.BAL.RML.Inv.V2"	"X770471.BAL.RML.Inv.V1"	"X770473.BAL.RLL.Inv.V1"	"X770476.BAL.RML.Inv.V1"	"X770478.BAL.RUL.Inv.V1"	"X770483.BAL.RUL.Inv.V1"	"X770483.BAL.RUL.Inv.V2"	"X770485.BAL.RML.Inv.V2"	"X770485.NYU.2829.BAL.Right.inv.V3"	"X770492.BAL.LUL.Inv.V1"	"X770493.BAL.LUL.Inv.V1"	"X770505.BAL.RML.Inv.V1"	"X770505.BAL.RUL.Inv.V2"	"X770513.BAL.RUL.Inv.V1"	"X770530.BAL.LUL.Inv.V1"	"X770543.BAL.RLL.Inv.V1"	"X770548.BAL.LLL.Inv.V1"	"X770551.BAL.RUL.Inv.V1"	"X770553.BAL.LUL.Inv.V1"	"X770559.BAL.RUL.Inv.V2"	"X770569.BAL.RLL.Inv.V1"	"X770572.BAL.RLL.Inv.V1"	"X770595.BAL.RLL.Inv.V1"	"X770596.BAL.RUL.Inv.V1"	"X770602.BAL.LLL.Inv.V1"	"X770610.BAL.LUL.Inv.V1"	"X770616.BAL.RML.Inv.V1"	"X770618.BAL.RUL.Inv.V1"	"X770633.BAL.RUL.Inv.V1"	"X770634.BAL.Lingula.Uninv.V1"	"X770634.BAL.RML.Inv.V1"	"X770635.BAL.RML.Inv.V1"	"X770637.BAL.RML.Inv.V1"	"X770642.BAL.Lingula.Inv.V1"	"X770653.BAL.LUL.Inv.V1"	"X770660.BAL.Lingula.Inv.V1"	"X770665.BAL.RUL.Inv.V1"	"X770666.BAL.Lingula.Inv.V1"	"X770668.BCI.0007.BAL.LUL.Inv.V1"	"X770676.BCI.0008.BAL.LUL.Inv.V1"	"X770682.BAL.RUL.INV.V1"	"X770688.BAL.LLL.Inv.V1"	"X770693.BAL.RUL.Inv.V1"	"X770697.BAL.RUL.Inv.V1"	"X770702.BAL.RUL.Inv.V1"	"X770704.BAL.LUL.Inv.V1"	"X770705.BAL.Lingula.Inv.V1"	"X770708.BAL.RUL.Inv.V1"	"X770713.BAL.RUL.Inv.V1"	"X770733.BAL.LUL.Inv.V1"	"X770745.BAL.RUL.Inv.V1"	"X770750.BAL.RLL.Inv.V1"	"X770753.BAL.RLL.Inv.V1"	"X770755.BAL.RLL.Inv.V1"	"X770758.BAL.RUL.INV.V1"	"X770761.BAL.RUL.Inv.V1"	"X770767.BAL.RML.Inv.V2"	"X770767.BAL.RUL.Inv.V1"	"X770767.BKG.V1"	"X770767.Supraglottic.V1"	"X770777.BAL.RUL.Inv.V1"	"X770777.BKG.V1"	"X770777.Supraglottic.V1"	"X770779.BAL.RML.Inv.V2"	"X770779.BAL.RUL.Inv.V1"	"X770779.BKG.V2"	"X770779.Supraglottic.V1"	"X770779.Supraglottic.V2"	"X770780.BAL.LUL.Inv.V1"	"X770780.Supraglottic.V1"	"X770785.BAL.RUL.Inv.V1"	"X770785.Supraglottic.V1"	"X770798.BAL.LUL.Inv.V1"	"X770798.Supraglottic.V1"	"X770800.LC2790.BAL.RUL.Inv.V1"	"X770800.LC2790.BKG.V1"	"X770800.LC2790.Supraglottic.V1"	"X770803.BAL.RUL.Inv.V1"	"X770805.BAL.RLL.Inv.V1"	"X770808.BCI.0016.BAL.RML.Inv.V1"	"X770842.BAL.RML.Inv.V1"	"X770842.BKG.V1"	"X770842.Supraglottic.V1"	"X770844.BAL.RLL.Inv.V1"	"X770844.BKG.V1"	"X770844.Supraglottic.V1"	"X770861.BAL.RUL.Inv.V1"	"X770861.BKG.V1"	"X770861.Supraglottic.V1"	"X770862.BCI.0017.BAL.RML.Inv.V1"	"X770862.BCI.0017.Supraglottic.V1"	"X770863.BAL.Lingula.Inv.V1"	"X770863.Supraglottic.V1"	"X770864.BAL.RML.Inv.V1"	"X770864.Supraglottic.V1"	"X770870.BAL.RML.Inv.V1"	"X770870.Supraglottic.V1"	"X770882.LCL.011.BAL.RUL.Inv.V1"	"X770882.LCL.011.Supraglottic.V1"	"X770920.BCI.019.BAL.RUL.Inv.V1"	"X770925.BAL.RLL.Inv.V1"	"X770927.BAL.RUL.Inv.V1"	"X770929.BAL.RML.Inv.V1"	"X770944.BAL.RML.Inv.V1"	"X770944.BKG.V1"	"X770944.Supraglottic.V1"	"X770946.BAL.RML.Inv.V1"	"X770946.BKG.V1"	"X770946.Supraglottic.V1"	"X770947.BAL.RML.Inv.V1"	"X770947.BKG.V1"	"X770947.Supraglottic.V1"	"X770955.BAL.RML.Inv.V1"	"X770962.BAL.RLL.Inv.V1"	"X770962.Supraglottic.V1"	"X770973.BAL.LUL.Inv.V1"	"X770978.BAL.RUL.Inv.V1"	"UNIV.0042.BAL.RUL.Inv.V1"	"UNIV.0044.BAL.RUL.Inv.V1"	"UNIV.0172.BAL.RLL.Inv.V1"	"UNIV.0311.LC.BAL.RLL.Inv.V1"	"UNIV.0384.BAL.LLL.Inv.V1"	"UNIV.0402.BAL.RML.UnInv.V1"	"UNIV.0419.BAL.LUL.Inv.V1"
"CD264, TNFRSF10D"	0	0	0	0	0	304	164	1018	0	8	0	356	84	0	0	0	740	12	0	454	26	80	1836	240	0	278	148	42	0	0	0	810	228	466	0	0	4	0	2	52	250	0	2	0	8	78	260	160	1068	4	246	268	40	282	12	4	0	156	0	2286	10	694	0	0	970	4	522	292	0	702	156	1776	4	0	0	702	0	1294	18	424	0	0	4	0	0	8	162	0	0	0	4	0	432	0	0	0	304	0	0	0	14	3828	0	0	0	388	2	0	4	0	48	94	0	4	0	374	138	596	0	0	0	202	0	8	222	1388	0	0	282	0	0	0	0	0	50	0	0	0	114	3494	512	0	0	1296	0	170
"CD265, TNFRSF11A"	0	0	4	0	0	42	0	0	0	0	0	0	10	4	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	42	0	4	0	2	0	2	0	120	0	0	0	0	28	12	4	0	0	0	0	158	0	8	0	0	0	0	14	4	188	0	0	0	0	0	0	0	4	130	0	0	0	0	70	0	0	0	536	0	0	0	0	100	0	0	0	0	0	0	0	0	0	16	0	0	0	22	0	0	0	0	0	4	32	0	0	0	0	40	28	0	4	434	4	44	0	44	0	0	140	0	0	0	0	0	0	12	0	0	0	0	0	2	0	0	110	16	0	0	4	0	0	0	0
"CD267, TNFRSF13B"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	12	4	0	4	4	0	18	4	0	0	4	0	0	0	0	0	26	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	4	4	4	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	8	0	0	8	6	0	0	0	4	0	4	0	0	28	0	0	2	0	0	28	0	12	0	8	4	0	0	4	0	0	4	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	16	0	0
"CD268, TNFRSF13C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	42	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	0	0	2	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2766	0	0	0	0	0	0
"CD269, TNFRSF17"	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	60	54	0	0	0	0	0
"CD27, TNFRSF7"	0	0	0	0	0	56	0	0	0	118	0	0	0	0	0	0	0	0	0	42	0	348	0	0	0	0	8	0	0	0	0	0	16	0	22	0	0	0	0	168	0	4	596	0	6	14	74	0	0	0	0	2	0	4	0	0	0	0	0	0	2	20	0	0	0	0	0	0	4	0	64	398	0	0	0	0	0	0	4	1182	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	212	0	0	4	0	0	0	0	0	0	4	0	58	0	108	0	0	4	0	0	0	0	0	34	0	0	0	160	8	0	0	0	0	0	6
"CD270, TNFRSF14"	2799	2760	3316	0	0	2402	4832	12804	694	1706	1166	2952	2812	0	360	1901	582	3510	9620	2344	286	4417	2838	408	466	172	2328	1866	0	3260	246	5812	938	2570	5876	392	104	1570	1318	10086	1856	72	2668	1630	2030	622	3524	2114	1370	10	1217	1034	802	6542	0	0	0	1791	12	6450	90	1564	1458	40	1632	1060	1364	2084	20	2026	1826	3898	1208	638	1000	2090	922	344	1924	596	0	138	2338	0	106	922	24	0	0	0	2990	4	246	0	292	0	2058	0	18	1634	458	4212	24	0	0	1586	0	0	692	0	0	676	0	3231	160	1352	64	428	0	68	0	2170	408	1992	18	4196	0	0	5011	0	136	2474	0	0	8524	108	4	10902	7827	1830	4921	0	308	12	0	2734
"CD272, BTLA"	0	0	482	0	0	288	312	0	0	188	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	96	168	0	0	0	0	12	0	0	0	0	0	0	0	176	1356	2026	0	0	194	0	0	0	0	0	0	230	0	0	0	0	0	0	250	0	0	0	0	374	0	0	0	0	2	110	608	4	0	0	56	0	0	528	624	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	20	0	0	1552	0	150	0	0	952	0	0	16	0	356	36	0	0	56	0	0	4	0	0	0	0	0	0	0	0	234	12	4	0	0	0	0	0	0
"CD273, PDCD1LG2"	310	0	0	0	8	36	4454	2388	0	894	0	1086	0	0	5356	0	0	0	1278	1140	144	5062	490	0	0	0	2963	628	0	0	32	0	388	134	1824	258	0	0	0	596	728	4	426	0	2924	0	156	12	320	1518	0	0	1672	662	4	2108	0	1000	0	1112	0	12	2794	0	908	172	838	994	0	2032	86	1220	0	0	0	2266	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726	0	0	0	0	3676	8	0	154	0	0	106	0	0	18	0	10	0	0	0	0	0	4	0	0	186	0	56	0	24	0	3344	0	0	840	0	0	100	0	0	2928	0	0	0	442	0	1754	0	0	8	0	1180
"CD274"	1116	2	3958	0	18736	1736	2932	2864	4	546	30	2120	0	0	0	1082	0	74	334	1114	316	670	230	6238	324	66	10092	4270	132	4	6	2588	1030	11788	13984	1120	8	0	1218	260	976	942	2984	4	192	2688	1418	2868	882	0	2418	2076	118	2848	0	0	0	2794	0	1358	56	428	1290	0	15688	5070	1622	7702	1340	1144	480	268	368	288	0	6416	0	4	226	482	0	4	410	0	0	92	364	0	0	0	2702	0	124	0	206	0	3044	0	0	4	388	30	4676	0	0	3120	0	48	186	0	22	292	0	3394	0	84	210	0	0	568	1476	1886	56	196	0	9778	0	0	3412	0	0	6531	0	0	6394	0	0	98	4526	3224	6978	0	2662	0	0	0
"CD275, ICOSLG"	240	2483	0	0	0	66	300	522	0	136	30	42	8	0	28	630	160	4	8	0	1168	26	46	3514	22	0	942	204	0	0	0	114	4	22	1038	66	0	0	0	620	0	0	2184	0	0	4	952	716	550	0	262	328	0	530	4	0	0	180	0	1096	0	56	1688	0	432	304	292	2032	0	50	312	338	0	0	4	274	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	28	0	0	0	0	138	0	626	0	0	0	198	0	0	6	0	0	144	0	0	80	208	0	0	112	2	0	130	0	302	0	590	0	12	590	0	0	20	0	0	2024	4	0	0	2888	0	302	0	0	0	11258	1840
"CD276"	654	68	0	0	4	142	1496	2810	204	160	4	1336	3488	2	736	4	0	0	5982	264	802	1690	2036	9360	890	0	7198	2846	0	19416	478	386	804	1770	1452	764	0	1412	4	5439	1238	0	2718	330	2980	10902	402	60	860	1000	20	14	190	4830	2	634	0	1474	0	2666	898	418	164	44	406	872	622	4398	5120	4	526	996	1990	754	396	1306	272	766	294	46	0	0	60	0	0	4	4	0	0	0	0	0	4	0	4	0	8	0	16	488	0	88	54	0	0	152	0	0	8	0	0	48	0	0	8	66	0	12	0	58	0	1621	20	258	0	620	0	0	3686	0	0	156	0	0	6021	322	0	0	1830	344	4722	0	6952	0	0	2402
"CD277, BTN3A1"	1940	10336	6816	4	4	3038	7528	15064	4404	5810	4006	13770	3574	0	2648	3843	3290	1040	19175	8656	7341	10578	18940	7948	6606	12138	21394	10998	1178	532	1744	3098	7712	5448	21435	12464	2722	556	4272	4021	6236	956	10874	5276	5898	2286	4420	3714	4354	348	4472	7072	4108	12670	8	380	0	7726	1478	8998	210	3356	7424	18	8236	5678	284	17960	82	9970	7145	17258	5062	204	3922	10794	8281	2386	15090	3234	0	352	4690	4	122	710	340	0	0	0	5048	26	370	0	1034	0	1681	0	1185	9012	830	6659	2290	0	4	9094	4	224	5250	0	24	9420	178	8714	156	9038	636	5424	118	480	4	13034	7314	14372	54	9005	0	0	10276	8	22	3698	0	0	14209	1414	0	2394	17294	5512	15813	8	5694	4	198	9866
"CD278, ICOS"	4	0	0	0	0	24	1584	8430	0	0	0	564	0	0	172	0	0	0	0	0	0	422	160	3150	114	0	896	146	0	508	0	1146	56	2366	604	740	0	0	0	988	14	0	644	0	88	8	0	4	16	186	1104	0	0	1966	0	0	0	1924	0	178	0	42	0	0	0	554	148	4054	0	1274	12	482	4	0	0	1572	0	0	632	620	0	0	2	0	0	1848	80	0	0	0	928	0	0	0	34	0	128	0	0	100	554	72	1930	0	0	160	0	0	0	0	0	904	0	0	0	0	0	0	0	0	0	12	0	748	0	1826	0	0	1442	0	0	466	0	0	1702	0	0	3646	1402	0	1136	0	0	0	0	3202
"CD28"	0	8	0	0	0	0	112	6	0	0	56	248	2	0	0	0	0	0	226	0	0	784	0	0	1444	0	0	0	0	0	0	0	0	0	370	140	0	0	322	0	4	0	202	0	628	0	0	0	0	166	0	0	0	0	8	0	0	4	0	10	0	12	0	0	0	28	0	0	0	0	2	0	0	0	12	28	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	6	0	10	0	0	0	562	0	0	448	0	0	1160	0	0	0	3160	32	0	0	4	0	390	0	0	0	162	0	0	4	0	0	50	0	0	420	0	0	62	666	0	16	0	4	0	0	16
"CD280, MRC2"	0	12	0	0	0	510	776	0	710	864	0	218	1866	0	156	8	1952	0	10	2468	258	594	352	0	22	0	322	0	4	2298	208	0	1084	0	3446	86	14	3614	44	0	1060	0	62	3068	444	0	1010	36	488	2223	504	218	412	86	8	0	6	32	876	882	4290	712	0	0	14	1974	0	104	0	32	1384	546	8	1678	1714	932	2254	0	332	58	0	0	0	0	0	4	2	6	0	0	796	0	48	0	24	0	424	0	898	232	66	186	484	0	0	690	0	0	592	0	0	1848	0	92	36	322	2	4	58	0	0	2644	1006	1928	1056	354	0	0	824	0	4	924	0	0	286	0	0	4	264	4206	1224	0	0	0	4	1510
"CD281, TLR1"	6532	12574	4146	0	0	2996	8190	5642	580	5778	1112	6342	1018	0	16362	1110	4422	292	9792	1950	1478	1104	690	1972	1970	80	4468	1792	0	36	2466	1028	3188	1864	9850	4470	108	0	718	9858	442	6070	2472	9406	4078	2614	3142	6826	1962	1146	6820	1900	540	2326	4	16	0	3168	836	2546	12	1164	5476	26	4898	11914	90	10814	4	4416	3794	5870	9474	334	5156	10388	766	8326	8970	5888	0	276	5578	0	4	1700	238	0	36	0	10140	26	368	0	376	0	2092	0	260	1470	784	1572	2782	0	0	4482	0	106	886	0	168	3060	0	5992	12	4004	2140	8	0	1560	0	11444	1054	1564	2368	9492	0	6	3514	0	782	1396	0	0	5174	1550	0	78	10536	4224	4764	316	2344	0	0	3600
"CD282, TLR2"	10126	8116	9142	0	0	1700	7804	308	2100	8386	2714	3424	2528	0	82	0	1816	7724	204	5652	618	3142	1106	5272	754	26	4798	5858	0	0	50	8870	1192	126	4148	730	72	486	638	836	2716	1804	394	4452	1270	566	5444	6226	316	194	6206	1190	578	1058	0	0	0	2346	1198	4716	22228	1204	4	376	1950	2248	92	1928	0	3594	1205	8394	812	2	174	11794	1158	1282	4958	9403	0	8	8828	0	0	5146	11198	0	0	0	9768	4	18	0	0	0	668	0	34	460	1648	332	836	0	0	6016	0	0	8030	0	132	2498	0	12174	146	4608	4748	134	0	420	212	5852	84	1090	1586	3004	0	0	2156	0	16	1918	0	84	7112	3750	0	768	1920	13962	3606	846	2224	0	0	16
"CD283, TLR3"	0	1062	0	0	0	24	844	0	372	4300	0	0	0	0	0	0	0	26	706	442	304	16	18	0	0	0	56	774	0	8	48	0	428	0	0	0	0	0	0	292	920	0	1178	0	20	0	632	0	1138	342	0	72	0	0	0	0	6	182	0	40	52	598	0	702	0	0	848	658	0	12	614	340	4012	0	0	998	6600	0	20	1284	0	0	0	0	0	0	0	0	0	0	0	0	2270	0	0	0	4	0	82	0	0	908	0	0	0	1952	0	164	360	0	0	106	0	0	0	725	0	0	152	92	0	500	542	1284	0	64	0	0	634	0	0	418	0	0	86	0	0	3816	798	48	432	0	0	0	0	4
"CD284, TLR4"	22068	810	13017	660	0	6558	13560	11644	284	6594	3622	8824	5728	0	18054	5851	48	462	6072	2070	6142	17216	9598	7000	8982	7852	12226	11384	12	260	2674	4082	2770	4150	8736	19418	8	4	1332	2988	1582	2214	11708	1962	870	6188	5222	7790	2142	4524	11910	2618	3516	21282	0	32	0	5076	24	16202	4942	1100	24006	40	5414	9252	5798	31350	4046	2184	3260	4784	21819	284	0	13012	1150	1076	16186	9317	0	18	3742	0	0	6052	5956	0	74	0	8508	0	2708	0	1640	0	3588	0	116	11200	1262	1844	6186	0	16	4802	0	16	4180	0	110	3508	0	18239	0	5494	3950	1258	0	1082	8	7857	1940	9342	36	18796	0	0	6050	0	64	8548	0	106	13499	904	0	759	29828	2688	17562	1660	358	1900	8	10160
"CD286, TLR6"	2608	212	1120	0	0	494	3142	1718	0	1016	620	286	3558	3782	16	106	116	298	973	344	754	1920	1068	640	1646	0	786	140	1634	372	8	1862	3284	556	896	2032	3600	1302	190	2148	1160	0	3274	16	2270	214	1108	1084	490	0	1974	172	64	148	20	11690	0	1612	68	850	2426	770	1662	4	3072	3144	0	2228	0	1526	640	3478	7202	6380	0	2344	0	0	14092	2000	0	234	2256	0	0	342	340	0	24	0	734	8	13842	0	220	0	2174	0	660	750	2434	630	22	0	0	2026	0	0	52	0	0	1904	0	3672	218	1446	548	4602	0	102	0	4778	272	138	86	2808	0	0	1590	0	0	252	0	0	3900	138	12	40	1342	9442	1822	4	190	14	4	92
"CD29, ITGB1"	288	2152	206	0	968	2202	4206	1129	2478	994	152	1748	6072	0	3764	3170	616	176	3028	2922	1814	2685	1636	1968	206	20	4646	3995	0	16	496	1598	4088	2932	1014	684	2	850	3076	2159	652	290	3788	4	2278	3388	2578	758	5732	1286	2268	1838	400	1056	0	484	112	1822	0	2860	6710	3342	5954	270	508	3364	6876	11850	0	696	4318	18984	1012	220	2056	6654	1772	3940	3084	6132	20	24	792	0	2592	94	72	0	8	0	1566	710	1238	0	2516	22	854	0	2562	2986	20	3696	1146	0	266	2786	0	26	3728	0	40	3592	26	730	5530	2370	298	1416	2442	462	0	25197	1922	582	362	3688	0	6126	6851	0	22	3092	0	0	3810	52	764	3428	6468	1546	10664	8	2902	400	0	6874
"CD290, TLR10"	0	0	14	0	0	20	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	4	0	0	0	0	204	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	132	24	246	0	0	12	0	0	0	0	0	0	20	0	0	0	16	2998	0	132	16	0	0	0	264	126	0	0	0	0	152	0	1256	514	3480	0	0	960	0	0	0	0	0	0	0	2	0	0	0	6	0	76	0	0	28	0	656	0	0	0	52	0	0	0	0	4	738	0	18	32	42	40	4	0	0	0	286	0	0	0	56	0	0	14	0	0	406	0	0	30	0	0	2	0	1714	130	0	0	0	0	0
"CD292, BMPR1A"	4	4	0	0	0	14	290	0	96	478	280	0	0	0	0	8	0	12	32	578	962	706	0	0	0	0	380	0	0	0	0	86	2048	32	4270	202	226	0	168	20	84	0	286	190	24	186	190	0	194	6	388	2342	180	12	0	0	6	0	0	396	3084	440	892	0	0	40	0	8	0	0	900	7612	8	0	2368	564	1152	0	286	1886	0	0	316	0	34	0	10	0	0	0	1336	8	106	0	586	0	238	0	114	0	64	354	16	0	0	1494	0	0	4	0	0	298	0	0	16	328	0	592	4	16	0	304	790	172	544	66	0	0	188	0	0	702	0	0	578	20	0	476	254	0	722	0	1726	0	0	0
"CD294, GPR44"	0	0	2632	0	0	788	8	0	0	0	0	0	0	0	408	0	0	0	0	0	0	4	0	0	232	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	0	0	2	0	38	0	0	0	42	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	50	0	0	220	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	162	0	2	0	0	0	0	0
"CD295, LEPR"	112	0	1362	0	0	888	1306	478	316	2926	0	4	16	0	90	0	0	2	4	258	118	566	4	0	32	0	254	1928	0	5188	0	0	376	0	3394	1202	0	0	234	0	662	0	0	186	0	78	176	0	690	2	254	0	0	306	22	1244	4	490	4	1554	4	1078	716	0	42	3656	0	1570	0	0	222	838	20	4	96	1970	0	16	888	288	0	0	44	0	0	0	0	0	0	0	0	0	60	0	1698	0	440	0	20	596	0	6	738	0	0	840	0	0	194	0	0	3630	0	108	40	12	0	610	38	0	0	1514	0	0	0	1150	0	2	252	0	0	0	0	0	694	0	0	2	900	0	642	0	0	0	0	0
"CD298, ATP1B3"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	220	0	0	0	0	0	0	0	0	0	0	0	4	4	0	56	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CD299, CLEC4M"	4169	7223	2	0	0	2	0	90	2	672	4	76	34	0	40	0	0	8	112	654	0	0	4	8	8	2	258	208	0	6	0	0	4	4	520	230	4	0	0	8	1274	446	124	2160	294	358	242	0	240	22	126	0	4	4	20	382	44	1086	0	76	8	16	1368	0	0	12	4	1084	4	4	116	226	10	14	0	352	0	4	2	704	0	0	6	0	0	24	4	0	20	0	4	0	0	0	4606	0	0	0	0	884	0	0	8	0	0	18	0	0	54	0	0	38	0	0	2	6	0	86	0	4	0	364	80	340	0	238	0	0	212	0	0	0	0	0	42	920	0	0	490	22	1994	0	0	0	0	1128
"CD30, TNFRSF8"	0	0	0	0	0	0	16	0	0	6	0	50	12	0	0	0	0	4	4	8	0	0	0	4	0	0	24	0	0	0	24	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	858	0	2	0	8	56	0	0	0	0	0	12	0	0	14	8	0	0	302	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	4	0	0	12	0	744	0	248	2	10	0	2	0	782	0	0	0	0	0	0	0	0	4	0	0	0	24	8	0	0	0	52	0	10	0	0	0	42
"CD300a"	1342	18	1258	0	2	1152	1208	984	40	1770	2446	692	6326	0	254	0	0	320	3088	2658	1420	3162	1278	9192	34	8	2892	1720	4	1260	32	10914	598	122	2780	1054	188	0	74	412	750	952	1354	1076	894	3336	1312	9970	1062	2882	1682	1716	1060	3444	0	0	0	2992	50	3348	0	562	3260	0	2946	314	56	2292	0	3984	638	906	3984	82	0	1558	1420	1030	2018	680	0	10	622	0	0	74	462	0	24	0	5752	0	2714	0	222	0	0	0	0	134	384	8	1394	0	0	1662	2	2	746	0	12	1012	0	2830	56	1050	260	0	0	72	0	2510	6	74	8	3624	0	0	3250	0	0	2886	0	0	3198	302	0	2012	4980	15702	2540	1906	760	0	0	644
"CD300c"	1342	18	1258	0	2	1152	1208	984	40	1770	2446	692	6326	0	254	0	0	320	3088	2658	1420	3162	1278	9192	34	8	2892	1720	4	1260	32	10914	598	122	2780	1054	188	0	74	412	750	952	1354	1076	894	3336	1312	9970	1062	2882	1682	1716	1060	3444	0	0	0	2992	50	3348	0	562	3260	0	2946	314	56	2292	0	3984	638	906	3984	82	0	1558	1420	1030	2018	680	0	10	622	0	0	74	462	0	24	0	5752	0	2714	0	222	0	0	0	0	134	384	8	1394	0	0	1662	2	2	746	0	12	1012	0	2830	56	1050	260	0	0	72	0	2510	6	74	8	3624	0	0	3250	0	0	2886	0	0	3198	302	0	2012	4980	15702	2540	1906	760	0	0	644
"CD301, CLEC10A"	1714	0	0	0	0	0	1214	0	370	84	0	0	70	0	2	0	0	20	0	22	0	0	0	12	64	0	220	218	0	12	0	0	0	0	246	10	16	0	2284	4	0	2556	0	0	20	0	2	4	4	1056	640	0	1131	0	0	0	0	8	0	46	0	48	0	0	14	0	46	394	0	0	66	1814	1148	0	0	342	0	0	0	40	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2198	0	0	0	0	22	0	726	4	0	0	8	0	0	114	0	0	0	0	436	0	72	4	0	0	26	0	0	0	0	26	338	0	0	46	0	0	0	0	0	150	0	0	0	1076	4	88	0	0	0	0	0
"CD302"	2002	17462	22801	0	0	1582	3874	15440	242	4808	4114	5906	7888	0	4716	780	2544	954	2260	3780	11856	11686	5248	450	6370	88	8908	12692	120	11796	1160	2918	3246	8523	3070	2844	3564	4416	7442	2424	1512	3900	5296	4454	592	7166	1370	2398	6064	2214	2862	560	2318	17873	0	124	0	6096	106	6310	15834	2574	3910	2	1544	5542	2340	13082	4	2420	5064	6610	2930	900	2926	7360	974	2926	6616	2416	0	78	1444	0	18	1724	1768	0	0	0	562	88	1264	0	1294	0	1562	0	156	14952	32	3004	178	0	4	4200	0	0	2424	0	44	4344	0	8144	620	3830	326	4	194	14	0	3694	162	3718	0	4796	0	96	4912	0	0	4068	0	0	3614	1524	0	938	9492	566	11652	0	628	88	0	9660
